frozenset({'2'}):250
frozenset({'4'}):250
frozenset({'0'}):250
frozenset({'9'}):250
frozenset({'8'}):250
frozenset({'6'}):250
frozenset({' '}):250
frozenset({'3'}):250
frozenset({'5'}):250
frozenset({'1'}):250
frozenset({'7'}):250
frozenset({'1', '6'}):250
frozenset({' ', '7'}):250
frozenset({'7', '3'}):250
frozenset({'8', '3'}):250
frozenset({'4', '8'}):250
frozenset({'5', '2'}):250
frozenset({' ', '2'}):250
frozenset({'4', '6'}):250
frozenset({'0', '9'}):250
frozenset({'5', '3'}):250
frozenset({'7', '9'}):250
frozenset({'4', '5'}):250
frozenset({'4', '3'}):250
frozenset({' ', '8'}):250
frozenset({'6', '2'}):250
frozenset({'4', '2'}):250
frozenset({'8', '6'}):250
frozenset({'1', '3'}):250
frozenset({' ', '5'}):250
frozenset({'1', '9'}):250
frozenset({' ', '3'}):250
frozenset({'4', ' '}):250
frozenset({'1', '2'}):250
frozenset({'5', '8'}):250
frozenset({'3', '2'}):250
frozenset({'0', '5'}):250
frozenset({'7', '6'}):250
frozenset({' ', '1'}):250
frozenset({'5', '7'}):250
frozenset({' ', '9'}):250
frozenset({'9', '3'}):250
frozenset({'0', '7'}):250
frozenset({'4', '0'}):250
frozenset({'5', '9'}):250
frozenset({'7', '8'}):250
frozenset({'0', '8'}):250
frozenset({'9', '8'}):250
frozenset({'0', '2'}):250
frozenset({'1', '7'}):250
frozenset({'4', '1'}):250
frozenset({'8', '2'}):250
frozenset({'4', '9'}):250
frozenset({'0', '6'}):250
frozenset({'0', ' '}):250
frozenset({'5', '1'}):250
frozenset({'4', '7'}):250
frozenset({'9', '2'}):250
frozenset({'1', '8'}):250
frozenset({'7', '2'}):250
frozenset({' ', '6'}):250
frozenset({'3', '6'}):250
frozenset({'0', '1'}):250
frozenset({'9', '6'}):250
frozenset({'0', '3'}):250
frozenset({'5', '6'}):250
frozenset({'0', '1', '3'}):250
frozenset({'9', '8', '3'}):250
frozenset({'5', '7', '8'}):250
frozenset({'7', '8', '6'}):250
frozenset({'4', '8', '3'}):250
frozenset({'5', ' ', '2'}):250
frozenset({' ', '1', '5'}):250
frozenset({'0', '5', '6'}):250
frozenset({' ', '1', '6'}):250
frozenset({'5', '9', '6'}):250
frozenset({'7', '9', '3'}):250
frozenset({'5', '7', '3'}):250
frozenset({' ', '9', '8'}):250
frozenset({'1', '2', '6'}):250
frozenset({'6', '7', '2'}):250
frozenset({'5', '7', '2'}):250
frozenset({'0', '8', '3'}):250
frozenset({'3', '9', '2'}):250
frozenset({'1', '9', '3'}):250
frozenset({'0', ' ', '7'}):250
frozenset({'1', '7', '6'}):250
frozenset({'0', ' ', '5'}):250
frozenset({'0', ' ', '6'}):250
frozenset({'5', '1', '6'}):250
frozenset({'4', '9', '2'}):250
frozenset({'4', '0', '8'}):250
frozenset({'5', '6', '3'}):250
frozenset({'7', '9', '6'}):250
frozenset({' ', '1', '3'}):250
frozenset({'0', '5', '7'}):250
frozenset({'0', '3', '6'}):250
frozenset({'4', '5', '8'}):250
frozenset({'3', ' ', '2'}):250
frozenset({'4', '8', '6'}):250
frozenset({' ', '5', '6'}):250
frozenset({' ', '9', '6'}):250
frozenset({' ', '6', '3'}):250
frozenset({'4', '8', '2'}):250
frozenset({' ', '7', '9'}):250
frozenset({'5', ' ', '3'}):250
frozenset({'0', '7', '2'}):250
frozenset({'4', '1', '8'}):250
frozenset({'1', '9', '8'}):250
frozenset({'9', '8', '2'}):250
frozenset({'4', ' ', '3'}):250
frozenset({'0', ' ', '1'}):250
frozenset({'0', ' ', '2'}):250
frozenset({'5', '1', '2'}):250
frozenset({'4', '7', '2'}):250
frozenset({'5', '1', '3'}):250
frozenset({'4', '7', '3'}):250
frozenset({'4', '5', '9'}):250
frozenset({'4', '9', '3'}):250
frozenset({'6', '9', '2'}):250
frozenset({'5', '6', '2'}):250
frozenset({'7', '2', '3'}):250
frozenset({'0', '5', '8'}):250
frozenset({' ', '7', '8'}):250
frozenset({'4', '1', '6'}):250
frozenset({'7', '8', '2'}):250
frozenset({'0', '7', '9'}):250
frozenset({'4', ' ', '9'}):250
frozenset({'1', '8', '3'}):250
frozenset({'5', '9', '8'}):250
frozenset({'0', '6', '2'}):250
frozenset({'0', '4', '7'}):250
frozenset({'4', '5', '0'}):250
frozenset({'0', '4', '9'}):250
frozenset({'6', '8', '3'}):250
frozenset({'4', ' ', '2'}):250
frozenset({' ', '6', '2'}):250
frozenset({'0', '1', '2'}):250
frozenset({'5', '8', '2'}):250
frozenset({'4', '1', '7'}):250
frozenset({' ', '8', '6'}):250
frozenset({'3', '5', '2'}):250
frozenset({'7', '9', '2'}):250
frozenset({'4', '9', '6'}):250
frozenset({'0', ' ', '3'}):250
frozenset({'3', '1', '6'}):250
frozenset({' ', '8', '2'}):250
frozenset({'4', '7', '6'}):250
frozenset({'4', '5', '3'}):250
frozenset({'0', '8', '6'}):250
frozenset({' ', '1', '8'}):250
frozenset({'1', '2', '3'}):250
frozenset({'5', '7', '6'}):250
frozenset({'4', ' ', '0'}):250
frozenset({'6', '9', '3'}):250
frozenset({'5', '9', '3'}):250
frozenset({' ', '7', '2'}):250
frozenset({'0', '5', '2'}):250
frozenset({' ', '1', '2'}):250
frozenset({'0', '1', '6'}):250
frozenset({' ', '5', '9'}):250
frozenset({' ', '9', '3'}):250
frozenset({'0', '1', '7'}):250
frozenset({' ', '5', '7'}):250
frozenset({'7', '9', '8'}):250
frozenset({'5', '8', '3'}):250
frozenset({'4', '7', '8'}):250
frozenset({'5', '1', '8'}):250
frozenset({'0', '5', '9'}):250
frozenset({'0', '7', '3'}):250
frozenset({' ', '1', '9'}):250
frozenset({'6', '8', '2'}):250
frozenset({'0', '9', '6'}):250
frozenset({'7', '6', '3'}):250
frozenset({'1', '9', '2'}):250
frozenset({'0', '1', '8'}):250
frozenset({'4', ' ', '8'}):250
frozenset({'3', '6', '2'}):250
frozenset({'0', '7', '8'}):250
frozenset({'5', '1', '7'}):250
frozenset({'1', '7', '9'}):250
frozenset({'1', '7', '3'}):250
frozenset({'0', ' ', '9'}):250
frozenset({'5', '1', '9'}):250
frozenset({'1', '9', '6'}):250
frozenset({'5', '9', '2'}):250
frozenset({'4', '2', '6'}):250
frozenset({' ', '8', '3'}):250
frozenset({'4', '5', '2'}):250
frozenset({'4', '5', '1'}):250
frozenset({'0', '9', '3'}):250
frozenset({' ', '1', '7'}):250
frozenset({'0', '5', '3'}):250
frozenset({'4', '5', ' '}):250
frozenset({'0', '7', '6'}):250
frozenset({'4', '9', '8'}):250
frozenset({'7', '8', '3'}):250
frozenset({'5', '8', '6'}):250
frozenset({'9', '8', '6'}):250
frozenset({'4', '0', '3'}):250
frozenset({'1', '8', '2'}):250
frozenset({' ', '7', '6'}):250
frozenset({'4', '0', '6'}):250
frozenset({'3', '0', '2'}):250
frozenset({'1', '8', '6'}):250
frozenset({' ', '9', '2'}):250
frozenset({'0', ' ', '8'}):250
frozenset({'4', ' ', '7'}):250
frozenset({'4', '1', '3'}):250
frozenset({'0', '8', '2'}):250
frozenset({' ', '5', '8'}):250
frozenset({'4', '2', '3'}):250
frozenset({'4', '1', '2'}):250
frozenset({'4', '5', '6'}):250
frozenset({'4', '3', '6'}):250
frozenset({'4', '5', '7'}):250
frozenset({'4', '7', '9'}):250
frozenset({'0', '9', '8'}):250
frozenset({'1', '7', '2'}):250
frozenset({'4', '1', '9'}):250
frozenset({'5', '7', '9'}):250
frozenset({'8', '2', '3'}):250
frozenset({'4', ' ', '6'}):250
frozenset({'4', '1', '0'}):250
frozenset({'4', '0', '2'}):250
frozenset({'1', '7', '8'}):250
frozenset({'0', '9', '2'}):250
frozenset({'0', '5', '1'}):250
frozenset({' ', '7', '3'}):250
frozenset({'0', '1', '9'}):250
frozenset({'4', ' ', '1'}):250
frozenset({' ', '3', '4', '5'}):250
frozenset({' ', '4', '7', '9'}):250
frozenset({'2', '5', '8', '6'}):250
frozenset({' ', '0', '5', '1'}):250
frozenset({'4', '1', '7', '9'}):250
frozenset({'4', '1', '0', '8'}):250
frozenset({'2', '0', '1', '8'}):250
frozenset({' ', '1', '8', '6'}):250
frozenset({'2', '3', '1', '9'}):250
frozenset({'4', '5', '1', '6'}):250
frozenset({'1', '7', '9', '8'}):250
frozenset({' ', '2', '4', '1'}):250
frozenset({'3', '7', '8', '6'}):250
frozenset({'5', '9', '8', '6'}):250
frozenset({' ', '2', '4', '7'}):250
frozenset({'7', '9', '8', '6'}):250
frozenset({' ', '2', '4', '5'}):250
frozenset({'3', '0', '5', '7'}):250
frozenset({'3', '5', '7', '6'}):250
frozenset({' ', '3', '4', '0'}):250
frozenset({'2', '4', '7', '9'}):250
frozenset({' ', '5', '8', '6'}):250
frozenset({'2', '3', '4', '5'}):250
frozenset({'2', '5', '7', '9'}):250
frozenset({' ', '4', '8', '6'}):250
frozenset({' ', '3', '0', '9'}):250
frozenset({' ', '0', '5', '7'}):250
frozenset({' ', '3', '0', '7'}):250
frozenset({'0', '5', '9', '8'}):250
frozenset({'4', '0', '9', '8'}):250
frozenset({' ', '2', '3', '9'}):250
frozenset({'2', '0', '9', '6'}):250
frozenset({'3', '4', '1', '8'}):250
frozenset({' ', '2', '1', '9'}):250
frozenset({'0', '4', '7', '9'}):250
frozenset({' ', '4', '0', '8'}):250
frozenset({'2', '3', '0', '6'}):250
frozenset({' ', '2', '3', '1'}):250
frozenset({'2', '0', '1', '9'}):250
frozenset({'2', '3', '7', '8'}):250
frozenset({'2', '5', '9', '8'}):250
frozenset({' ', '4', '7', '6'}):250
frozenset({' ', '0', '1', '9'}):250
frozenset({'3', '4', '5', '1'}):250
frozenset({'2', '1', '9', '6'}):250
frozenset({'5', '1', '7', '6'}):250
frozenset({'0', '1', '7', '8'}):250
frozenset({' ', '3', '0', '1'}):250
frozenset({'4', '1', '9', '6'}):250
frozenset({'4', '5', '1', '9'}):250
frozenset({'0', '5', '7', '6'}):250
frozenset({'3', '0', '9', '6'}):250
frozenset({'1', '7', '8', '6'}):250
frozenset({'3', '7', '9', '8'}):250
frozenset({'2', '4', '8', '6'}):250
frozenset({' ', '5', '7', '9'}):250
frozenset({' ', '5', '9', '8'}):250
frozenset({'2', '4', '7', '6'}):250
frozenset({' ', '3', '7', '8'}):250
frozenset({' ', '4', '9', '8'}):250
frozenset({'2', '5', '7', '6'}):250
frozenset({'3', '4', '5', '7'}):250
frozenset({'3', '4', '7', '9'}):250
frozenset({'3', '4', '5', '9'}):250
frozenset({'0', '5', '8', '6'}):250
frozenset({' ', '2', '3', '0'}):250
frozenset({'4', '0', '8', '6'}):250
frozenset({'2', '0', '7', '8'}):250
frozenset({' ', '3', '4', '7'}):250
frozenset({'4', '5', '1', '0'}):250
frozenset({' ', '2', '3', '6'}):250
frozenset({'2', '0', '5', '7'}):250
frozenset({'2', '3', '0', '9'}):250
frozenset({'2', '0', '5', '1'}):250
frozenset({'2', '0', '1', '6'}):250
frozenset({' ', '0', '1', '6'}):250
frozenset({'1', '7', '9', '6'}):250
frozenset({'5', '1', '7', '9'}):250
frozenset({'3', '5', '1', '7'}):250
frozenset({' ', '5', '1', '8'}):250
frozenset({'2', '4', '1', '8'}):250
frozenset({'0', '5', '7', '9'}):250
frozenset({'2', '4', '9', '8'}):250
frozenset({' ', '5', '7', '6'}):250
frozenset({'4', '0', '8', '7'}):250
frozenset({' ', '2', '0', '6'}):250
frozenset({'3', '0', '9', '8'}):250
frozenset({'0', '5', '7', '8'}):250
frozenset({' ', '2', '3', '8'}):250
frozenset({'3', '4', '7', '6'}):250
frozenset({' ', '2', '5', '8'}):250
frozenset({'4', '7', '9', '6'}):250
frozenset({'3', '4', '5', '6'}):250
frozenset({'2', '3', '5', '7'}):250
frozenset({' ', '3', '8', '6'}):250
frozenset({' ', '0', '5', '4'}):250
