frozenset({'2'}):17209
frozenset({'4'}):17320
frozenset({'0'}):15350
frozenset({'9'}):17387
frozenset({'8'}):17567
frozenset({'6'}):16892
frozenset({' '}):18564
frozenset({'3'}):17102
frozenset({'5'}):17329
frozenset({'1'}):17086
frozenset({'7'}):17488
frozenset({'1', '6'}):15762
frozenset({' ', '7'}):17488
frozenset({'7', '3'}):16225
frozenset({'8', '3'}):16267
frozenset({'4', '8'}):16462
frozenset({'5', '2'}):16164
frozenset({' ', '2'}):17209
frozenset({'4', '6'}):15881
frozenset({'0', '9'}):14527
frozenset({'5', '3'}):16107
frozenset({'7', '9'}):16427
frozenset({'4', '5'}):16250
frozenset({'4', '3'}):16127
frozenset({' ', '8'}):17567
frozenset({'6', '2'}):15818
frozenset({'4', '2'}):16120
frozenset({'8', '6'}):16107
frozenset({'1', '3'}):15861
frozenset({' ', '5'}):17329
frozenset({'1', '9'}):16149
frozenset({' ', '3'}):17102
frozenset({'4', ' '}):17320
frozenset({'1', '2'}):15976
frozenset({'5', '8'}):16507
frozenset({'3', '2'}):16013
frozenset({'0', '5'}):14508
frozenset({'7', '6'}):16045
frozenset({' ', '1'}):17086
frozenset({'5', '7'}):16420
frozenset({' ', '9'}):17387
frozenset({'9', '3'}):16080
frozenset({'0', '7'}):14576
frozenset({'4', '0'}):14496
frozenset({'5', '9'}):16308
frozenset({'7', '8'}):16616
frozenset({'0', '8'}):14619
frozenset({'9', '8'}):16503
frozenset({'0', '2'}):14354
frozenset({'1', '7'}):16186
frozenset({'4', '1'}):16106
frozenset({'8', '2'}):16404
frozenset({'4', '9'}):16287
frozenset({'0', '6'}):14101
frozenset({'0', ' '}):15350
frozenset({'5', '1'}):16079
frozenset({'4', '7'}):16425
frozenset({'9', '2'}):16266
frozenset({'1', '8'}):16249
frozenset({'7', '2'}):16290
frozenset({' ', '6'}):16892
frozenset({'3', '6'}):15668
frozenset({'0', '1'}):14267
frozenset({'9', '6'}):15946
frozenset({'0', '3'}):14340
frozenset({'5', '6'}):15840
frozenset({'0', '1', '3'}):13382
frozenset({'9', '8', '3'}):15326
frozenset({'5', '7', '8'}):15695
frozenset({'7', '8', '6'}):15356
frozenset({'4', '8', '3'}):15389
frozenset({'5', ' ', '2'}):16164
frozenset({' ', '1', '5'}):16079
frozenset({'0', '5', '6'}):13370
frozenset({' ', '1', '6'}):15762
frozenset({'5', '9', '6'}):15017
frozenset({'7', '9', '3'}):15297
frozenset({'5', '7', '3'}):15355
frozenset({' ', '9', '8'}):16503
frozenset({'1', '2', '6'}):14845
frozenset({'6', '7', '2'}):15063
frozenset({'5', '7', '2'}):15368
frozenset({'0', '8', '3'}):13693
frozenset({'3', '9', '2'}):15164
frozenset({'1', '9', '3'}):15041
frozenset({'0', ' ', '7'}):14576
frozenset({'1', '7', '6'}):15027
frozenset({'0', ' ', '5'}):14508
frozenset({'0', ' ', '6'}):14101
frozenset({'5', '1', '6'}):14867
frozenset({'4', '9', '2'}):15281
frozenset({'4', '0', '8'}):13855
frozenset({'5', '6', '3'}):14804
frozenset({'7', '9', '6'}):15185
frozenset({' ', '1', '3'}):15861
frozenset({'0', '5', '7'}):13831
frozenset({'0', '3', '6'}):13218
frozenset({'4', '5', '8'}):15526
frozenset({'3', ' ', '2'}):16013
frozenset({'4', '8', '6'}):15188
frozenset({' ', '5', '6'}):15840
frozenset({' ', '9', '6'}):15946
frozenset({' ', '6', '3'}):15668
frozenset({'4', '8', '2'}):15404
frozenset({' ', '7', '9'}):16427
frozenset({'5', ' ', '3'}):16107
frozenset({'0', '7', '2'}):13676
frozenset({'4', '1', '8'}):15355
frozenset({'1', '9', '8'}):15396
frozenset({'9', '8', '2'}):15545
frozenset({'4', ' ', '3'}):16127
frozenset({'0', ' ', '1'}):14267
frozenset({'0', ' ', '2'}):14354
frozenset({'5', '1', '2'}):15107
frozenset({'4', '7', '2'}):15354
frozenset({'5', '1', '3'}):15035
frozenset({'4', '7', '3'}):15367
frozenset({'4', '5', '9'}):15345
frozenset({'4', '9', '3'}):15213
