frozenset({'2'}):1487
frozenset({'4'}):1502
frozenset({'0'}):1386
frozenset({'9'}):1504
frozenset({'8'}):1511
frozenset({'6'}):1461
frozenset({' '}):1567
frozenset({'3'}):1492
frozenset({'5'}):1505
frozenset({'1'}):1491
frozenset({'7'}):1516
frozenset({'1', '6'}):1406
frozenset({' ', '7'}):1516
frozenset({'7', '3'}):1450
frozenset({'8', '3'}):1444
frozenset({'4', '8'}):1455
frozenset({'5', '2'}):1434
frozenset({' ', '2'}):1487
frozenset({'4', '6'}):1409
frozenset({'0', '9'}):1345
frozenset({'5', '3'}):1443
frozenset({'7', '9'}):1456
frozenset({'4', '5'}):1448
frozenset({'4', '3'}):1442
frozenset({' ', '8'}):1511
frozenset({'6', '2'}):1401
frozenset({'4', '2'}):1436
frozenset({'8', '6'}):1420
frozenset({'1', '3'}):1429
frozenset({' ', '5'}):1505
frozenset({'1', '9'}):1441
frozenset({' ', '3'}):1492
frozenset({'4', ' '}):1502
frozenset({'1', '2'}):1428
frozenset({'5', '8'}):1458
frozenset({'3', '2'}):1428
frozenset({'0', '5'}):1346
frozenset({'7', '6'}):1430
frozenset({' ', '1'}):1491
frozenset({'5', '7'}):1461
frozenset({' ', '9'}):1504
frozenset({'9', '3'}):1438
frozenset({'0', '7'}):1350
frozenset({'4', '0'}):1347
frozenset({'5', '9'}):1448
frozenset({'7', '8'}):1466
frozenset({'0', '8'}):1340
frozenset({'9', '8'}):1454
frozenset({'0', '2'}):1330
frozenset({'1', '7'}):1447
frozenset({'4', '1'}):1440
frozenset({'8', '2'}):1446
frozenset({'4', '9'}):1443
frozenset({'0', '6'}):1304
frozenset({'0', ' '}):1386
frozenset({'5', '1'}):1437
frozenset({'4', '7'}):1459
frozenset({'9', '2'}):1435
frozenset({'1', '8'}):1448
frozenset({'7', '2'}):1447
frozenset({' ', '6'}):1461
frozenset({'3', '6'}):1396
frozenset({'0', '1'}):1328
frozenset({'9', '6'}):1415
frozenset({'0', '3'}):1335
frozenset({'5', '6'}):1406
frozenset({'0', '1', '3'}):1284
frozenset({'9', '8', '3'}):1394
frozenset({'5', '7', '8'}):1418
frozenset({'7', '8', '6'}):1393
frozenset({'4', '8', '3'}):1402
frozenset({'5', ' ', '2'}):1434
frozenset({' ', '1', '5'}):1437
frozenset({'0', '5', '6'}):1268
frozenset({' ', '1', '6'}):1406
frozenset({'5', '9', '6'}):1364
frozenset({'7', '9', '3'}):1399
frozenset({'5', '7', '3'}):1408
frozenset({' ', '9', '8'}):1454
frozenset({'1', '2', '6'}):1355
frozenset({'6', '7', '2'}):1373
frozenset({'5', '7', '2'}):1399
frozenset({'0', '8', '3'}):1294
frozenset({'3', '9', '2'}):1382
frozenset({'1', '9', '3'}):1386
frozenset({'0', ' ', '7'}):1350
frozenset({'1', '7', '6'}):1376
frozenset({'0', ' ', '5'}):1346
frozenset({'0', ' ', '6'}):1304
frozenset({'5', '1', '6'}):1355
frozenset({'4', '9', '2'}):1386
frozenset({'4', '0', '8'}):1307
frozenset({'5', '6', '3'}):1353
frozenset({'7', '9', '6'}):1384
frozenset({' ', '1', '3'}):1429
frozenset({'0', '5', '7'}):1313
frozenset({'0', '3', '6'}):1261
frozenset({'4', '5', '8'}):1407
frozenset({'3', ' ', '2'}):1428
frozenset({'4', '8', '6'}):1373
frozenset({' ', '5', '6'}):1406
frozenset({' ', '9', '6'}):1415
frozenset({' ', '6', '3'}):1396
frozenset({'4', '8', '2'}):1398
frozenset({' ', '7', '9'}):1456
frozenset({'5', ' ', '3'}):1443
frozenset({'0', '7', '2'}):1300
frozenset({'4', '1', '8'}):1401
frozenset({'1', '9', '8'}):1402
frozenset({'9', '8', '2'}):1397
frozenset({'4', ' ', '3'}):1442
frozenset({'0', ' ', '1'}):1328
frozenset({'0', ' ', '2'}):1330
frozenset({'5', '1', '2'}):1380
frozenset({'4', '7', '2'}):1401
frozenset({'5', '1', '3'}):1385
frozenset({'4', '7', '3'}):1402
frozenset({'4', '5', '9'}):1395
frozenset({'4', '9', '3'}):1392
