frozenset({'2'}):39184
frozenset({'4'}):39295
frozenset({'0'}):37324
frozenset({'9'}):39362
frozenset({'8'}):39542
frozenset({'6'}):38866
frozenset({' '}):40539
frozenset({'3'}):39076
frozenset({'5'}):39304
frozenset({'1'}):39061
frozenset({'7'}):39463
frozenset({'1', '6'}):37736
frozenset({' ', '7'}):39463
frozenset({'7', '3'}):38199
frozenset({'8', '3'}):38241
frozenset({'4', '8'}):38437
frozenset({'5', '2'}):38139
frozenset({' ', '2'}):39184
frozenset({'4', '6'}):37855
frozenset({'0', '9'}):36501
frozenset({'5', '3'}):38081
frozenset({'7', '9'}):38402
frozenset({'4', '5'}):38225
frozenset({'4', '3'}):38101
frozenset({' ', '8'}):39542
frozenset({'6', '2'}):37792
frozenset({'4', '2'}):38095
frozenset({'8', '6'}):38081
frozenset({'1', '3'}):37835
frozenset({' ', '5'}):39304
frozenset({'1', '9'}):38124
frozenset({' ', '3'}):39076
frozenset({'4', ' '}):39295
frozenset({'1', '2'}):37951
frozenset({'5', '8'}):38482
frozenset({'3', '2'}):37987
frozenset({'0', '5'}):36482
frozenset({'7', '6'}):38019
frozenset({' ', '1'}):39061
frozenset({'5', '7'}):38395
frozenset({' ', '9'}):39362
frozenset({'9', '3'}):38054
frozenset({'0', '7'}):36550
frozenset({'4', '0'}):36470
frozenset({'5', '9'}):38283
frozenset({'7', '8'}):38591
frozenset({'0', '8'}):36593
frozenset({'9', '8'}):38478
frozenset({'0', '2'}):36328
frozenset({'1', '7'}):38161
frozenset({'4', '1'}):38081
frozenset({'8', '2'}):38379
frozenset({'4', '9'}):38262
frozenset({'0', '6'}):36074
frozenset({'0', ' '}):37324
frozenset({'5', '1'}):38054
frozenset({'4', '7'}):38400
frozenset({'9', '2'}):38241
frozenset({'1', '8'}):38224
frozenset({'7', '2'}):38265
frozenset({' ', '6'}):38866
frozenset({'3', '6'}):37641
frozenset({'0', '1'}):36241
frozenset({'9', '6'}):37920
frozenset({'0', '3'}):36313
frozenset({'5', '6'}):37814
frozenset({'0', '1', '3'}):35355
frozenset({'9', '8', '3'}):37300
frozenset({'5', '7', '8'}):37670
frozenset({'7', '8', '6'}):37330
frozenset({'4', '8', '3'}):37363
frozenset({'5', ' ', '2'}):38139
frozenset({' ', '1', '5'}):38054
frozenset({'0', '5', '6'}):35343
frozenset({' ', '1', '6'}):37736
frozenset({'5', '9', '6'}):36991
frozenset({'7', '9', '3'}):37271
frozenset({'5', '7', '3'}):37329
frozenset({' ', '9', '8'}):38478
frozenset({'1', '2', '6'}):36819
frozenset({'6', '7', '2'}):37037
frozenset({'5', '7', '2'}):37343
frozenset({'0', '8', '3'}):35666
frozenset({'3', '9', '2'}):37138
frozenset({'1', '9', '3'}):37015
frozenset({'0', ' ', '7'}):36550
frozenset({'1', '7', '6'}):37001
frozenset({'0', ' ', '5'}):36482
frozenset({'0', ' ', '6'}):36074
frozenset({'5', '1', '6'}):36841
frozenset({'4', '9', '2'}):37256
frozenset({'4', '0', '8'}):35829
frozenset({'5', '6', '3'}):36777
frozenset({'7', '9', '6'}):37159
frozenset({' ', '1', '3'}):37835
frozenset({'0', '5', '7'}):35805
frozenset({'0', '3', '6'}):35190
frozenset({'4', '5', '8'}):37501
frozenset({'3', ' ', '2'}):37987
frozenset({'4', '8', '6'}):37162
frozenset({' ', '5', '6'}):37814
frozenset({' ', '9', '6'}):37920
frozenset({' ', '6', '3'}):37641
frozenset({'4', '8', '2'}):37379
frozenset({' ', '7', '9'}):38402
frozenset({'5', ' ', '3'}):38081
frozenset({'0', '7', '2'}):35650
frozenset({'4', '1', '8'}):37330
frozenset({'1', '9', '8'}):37371
frozenset({'9', '8', '2'}):37520
frozenset({'4', ' ', '3'}):38101
frozenset({'0', ' ', '1'}):36241
frozenset({'0', ' ', '2'}):36328
frozenset({'5', '1', '2'}):37082
frozenset({'4', '7', '2'}):37329
frozenset({'5', '1', '3'}):37009
frozenset({'4', '7', '3'}):37341
frozenset({'4', '5', '9'}):37320
frozenset({'4', '9', '3'}):37187
