frozenset({'2'}):58127
frozenset({'4'}):58236
frozenset({'0'}):56249
frozenset({'9'}):58305
frozenset({'8'}):58485
frozenset({'6'}):57804
frozenset({' '}):59482
frozenset({'3'}):58015
frozenset({'5'}):58247
frozenset({'1'}):58004
frozenset({'7'}):58406
frozenset({'1', '6'}):56674
frozenset({' ', '7'}):58406
frozenset({'7', '3'}):57138
frozenset({'8', '3'}):57180
frozenset({'4', '8'}):57378
frozenset({'5', '2'}):57082
frozenset({' ', '2'}):58127
frozenset({'4', '6'}):56791
frozenset({'0', '9'}):55426
frozenset({'5', '3'}):57020
frozenset({'7', '9'}):57345
frozenset({'4', '5'}):57166
frozenset({'4', '3'}):57038
frozenset({' ', '8'}):58485
frozenset({'6', '2'}):56730
frozenset({'4', '2'}):57036
frozenset({'8', '6'}):57019
frozenset({'1', '3'}):56774
frozenset({' ', '5'}):58247
frozenset({'1', '9'}):57067
frozenset({' ', '3'}):58015
frozenset({'4', ' '}):58236
frozenset({'1', '2'}):56894
frozenset({'5', '8'}):57425
frozenset({'3', '2'}):56926
frozenset({'0', '5'}):55407
frozenset({'7', '6'}):56957
frozenset({' ', '1'}):58004
frozenset({'5', '7'}):57338
frozenset({' ', '9'}):58305
frozenset({'9', '3'}):56993
frozenset({'0', '7'}):55475
frozenset({'4', '0'}):55393
frozenset({'5', '9'}):57226
frozenset({'7', '8'}):57534
frozenset({'0', '8'}):55518
frozenset({'9', '8'}):57421
frozenset({'0', '2'}):55253
frozenset({'1', '7'}):57104
frozenset({'4', '1'}):57022
frozenset({'8', '2'}):57322
frozenset({'4', '9'}):57203
frozenset({'0', '6'}):54994
frozenset({'0', ' '}):56249
frozenset({'5', '1'}):56997
frozenset({'4', '7'}):57341
frozenset({'9', '2'}):57184
frozenset({'1', '8'}):57167
frozenset({'7', '2'}):57208
frozenset({' ', '6'}):57804
frozenset({'3', '6'}):56575
frozenset({'0', '1'}):55166
frozenset({'9', '6'}):56858
frozenset({'0', '3'}):55234
frozenset({'5', '6'}):56752
frozenset({'0', '1', '3'}):54276
frozenset({'9', '8', '3'}):56239
frozenset({'5', '7', '8'}):56613
frozenset({'7', '8', '6'}):56268
frozenset({'4', '8', '3'}):56300
frozenset({'5', ' ', '2'}):57082
frozenset({' ', '1', '5'}):56997
frozenset({'0', '5', '6'}):54263
frozenset({' ', '1', '6'}):56674
frozenset({'5', '9', '6'}):55929
frozenset({'7', '9', '3'}):56210
frozenset({'5', '7', '3'}):56268
frozenset({' ', '9', '8'}):57421
frozenset({'1', '2', '6'}):55757
frozenset({'6', '7', '2'}):55975
frozenset({'5', '7', '2'}):56286
frozenset({'0', '8', '3'}):54587
frozenset({'3', '9', '2'}):56077
frozenset({'1', '9', '3'}):55954
frozenset({'0', ' ', '7'}):55475
frozenset({'1', '7', '6'}):55939
frozenset({'0', ' ', '5'}):55407
frozenset({'0', ' ', '6'}):54994
frozenset({'5', '1', '6'}):55779
frozenset({'4', '9', '2'}):56197
frozenset({'4', '0', '8'}):54752
frozenset({'5', '6', '3'}):55711
frozenset({'7', '9', '6'}):56097
frozenset({' ', '1', '3'}):56774
frozenset({'0', '5', '7'}):54730
frozenset({'0', '3', '6'}):54106
frozenset({'4', '5', '8'}):56442
frozenset({'3', ' ', '2'}):56926
frozenset({'4', '8', '6'}):56098
frozenset({' ', '5', '6'}):56752
frozenset({' ', '9', '6'}):56858
frozenset({' ', '6', '3'}):56575
frozenset({'4', '8', '2'}):56320
frozenset({' ', '7', '9'}):57345
frozenset({'5', ' ', '3'}):57020
frozenset({'0', '7', '2'}):54575
frozenset({'4', '1', '8'}):56271
frozenset({'1', '9', '8'}):56314
frozenset({'9', '8', '2'}):56463
frozenset({'4', ' ', '3'}):57038
frozenset({'0', ' ', '1'}):55166
frozenset({'0', ' ', '2'}):55253
frozenset({'5', '1', '2'}):56025
frozenset({'4', '7', '2'}):56270
frozenset({'5', '1', '3'}):55948
frozenset({'4', '7', '3'}):56278
frozenset({'4', '5', '9'}):56261
frozenset({'4', '9', '3'}):56124
frozenset({'6', '9', '2'}):55959
frozenset({'5', '6', '2'}):55794
frozenset({'7', '2', '3'}):56158
frozenset({'0', '5', '8'}):54805
frozenset({' ', '7', '8'}):57534
frozenset({'4', '1', '6'}):55827
