frozenset({'2'}):26031
frozenset({'4'}):26142
frozenset({'0'}):24172
frozenset({'9'}):26209
frozenset({'8'}):26389
frozenset({'6'}):25714
frozenset({' '}):27386
frozenset({'3'}):25924
frozenset({'5'}):26151
frozenset({'1'}):25908
frozenset({'7'}):26310
frozenset({'1', '6'}):24584
frozenset({' ', '7'}):26310
frozenset({'7', '3'}):25047
frozenset({'8', '3'}):25089
frozenset({'4', '8'}):25284
frozenset({'5', '2'}):24986
frozenset({' ', '2'}):26031
frozenset({'4', '6'}):24703
frozenset({'0', '9'}):23349
frozenset({'5', '3'}):24929
frozenset({'7', '9'}):25249
frozenset({'4', '5'}):25072
frozenset({'4', '3'}):24949
frozenset({' ', '8'}):26389
frozenset({'6', '2'}):24640
frozenset({'4', '2'}):24942
frozenset({'8', '6'}):24929
frozenset({'1', '3'}):24683
frozenset({' ', '5'}):26151
frozenset({'1', '9'}):24971
frozenset({' ', '3'}):25924
frozenset({'4', ' '}):26142
frozenset({'1', '2'}):24798
frozenset({'5', '8'}):25329
frozenset({'3', '2'}):24835
frozenset({'0', '5'}):23330
frozenset({'7', '6'}):24867
frozenset({' ', '1'}):25908
frozenset({'5', '7'}):25242
frozenset({' ', '9'}):26209
frozenset({'9', '3'}):24902
frozenset({'0', '7'}):23398
frozenset({'4', '0'}):23318
frozenset({'5', '9'}):25130
frozenset({'7', '8'}):25438
frozenset({'0', '8'}):23441
frozenset({'9', '8'}):25325
frozenset({'0', '2'}):23176
frozenset({'1', '7'}):25008
frozenset({'4', '1'}):24928
frozenset({'8', '2'}):25226
frozenset({'4', '9'}):25109
frozenset({'0', '6'}):22923
frozenset({'0', ' '}):24172
frozenset({'5', '1'}):24901
frozenset({'4', '7'}):25247
frozenset({'9', '2'}):25088
frozenset({'1', '8'}):25071
frozenset({'7', '2'}):25112
frozenset({' ', '6'}):25714
frozenset({'3', '6'}):24490
frozenset({'0', '1'}):23089
frozenset({'9', '6'}):24768
frozenset({'0', '3'}):23162
frozenset({'5', '6'}):24662
frozenset({'0', '1', '3'}):22204
frozenset({'9', '8', '3'}):24148
frozenset({'5', '7', '8'}):24517
frozenset({'7', '8', '6'}):24178
frozenset({'4', '8', '3'}):24211
frozenset({'5', ' ', '2'}):24986
frozenset({' ', '1', '5'}):24901
frozenset({'0', '5', '6'}):22192
frozenset({' ', '1', '6'}):24584
frozenset({'5', '9', '6'}):23839
frozenset({'7', '9', '3'}):24119
frozenset({'5', '7', '3'}):24177
frozenset({' ', '9', '8'}):25325
frozenset({'1', '2', '6'}):23667
frozenset({'6', '7', '2'}):23885
frozenset({'5', '7', '2'}):24190
frozenset({'0', '8', '3'}):22515
frozenset({'3', '9', '2'}):23986
frozenset({'1', '9', '3'}):23863
frozenset({'0', ' ', '7'}):23398
frozenset({'1', '7', '6'}):23849
frozenset({'0', ' ', '5'}):23330
frozenset({'0', ' ', '6'}):22923
frozenset({'5', '1', '6'}):23689
frozenset({'4', '9', '2'}):24103
frozenset({'4', '0', '8'}):22677
frozenset({'5', '6', '3'}):23626
frozenset({'7', '9', '6'}):24007
frozenset({' ', '1', '3'}):24683
frozenset({'0', '5', '7'}):22653
frozenset({'0', '3', '6'}):22040
frozenset({'4', '5', '8'}):24348
frozenset({'3', ' ', '2'}):24835
frozenset({'4', '8', '6'}):24010
frozenset({' ', '5', '6'}):24662
frozenset({' ', '9', '6'}):24768
frozenset({' ', '6', '3'}):24490
frozenset({'4', '8', '2'}):24226
frozenset({' ', '7', '9'}):25249
frozenset({'5', ' ', '3'}):24929
frozenset({'0', '7', '2'}):22498
frozenset({'4', '1', '8'}):24177
frozenset({'1', '9', '8'}):24218
frozenset({'9', '8', '2'}):24367
frozenset({'4', ' ', '3'}):24949
frozenset({'0', ' ', '1'}):23089
frozenset({'0', ' ', '2'}):23176
frozenset({'5', '1', '2'}):23929
frozenset({'4', '7', '2'}):24176
frozenset({'5', '1', '3'}):23857
frozenset({'4', '7', '3'}):24189
frozenset({'4', '5', '9'}):24167
frozenset({'4', '9', '3'}):24035
frozenset({'6', '9', '2'}):23869
frozenset({'5', '6', '2'}):23704
frozenset({'7', '2', '3'}):24067
frozenset({'0', '5', '8'}):22728
frozenset({' ', '7', '8'}):25438
frozenset({'4', '1', '6'}):23739
frozenset({'7', '8', '2'}):24397
frozenset({'0', '7', '9'}):22652
frozenset({'4', ' ', '9'}):25109
frozenset({'1', '8', '3'}):23959
frozenset({'5', '9', '8'}):24391
frozenset({'0', '6', '2'}):22111
frozenset({'0', '4', '7'}):22646
frozenset({'4', '5', '0'}):22584
frozenset({'0', '4', '9'}):22574
frozenset({'6', '8', '3'}):23818
frozenset({'4', ' ', '2'}):24942
frozenset({' ', '6', '2'}):24640
frozenset({'0', '1', '2'}):22250
frozenset({'5', '8', '2'}):24310
frozenset({'4', '1', '7'}):24152
frozenset({' ', '8', '6'}):24929
frozenset({'3', '5', '2'}):23968
frozenset({'7', '9', '2'}):24241
frozenset({'4', '9', '6'}):23847
frozenset({'0', ' ', '3'}):23162
frozenset({'3', '1', '6'}):23509
frozenset({' ', '8', '2'}):25226
frozenset({'4', '7', '6'}):23999
frozenset({'4', '5', '3'}):24056
frozenset({'0', '8', '6'}):22356
frozenset({' ', '1', '8'}):25071
frozenset({'1', '2', '3'}):23780
frozenset({'5', '7', '6'}):23940
frozenset({'4', ' ', '0'}):23318
frozenset({'6', '9', '3'}):23653
frozenset({'5', '9', '3'}):24014
frozenset({' ', '7', '2'}):25112
frozenset({'0', '5', '2'}):22462
frozenset({' ', '1', '2'}):24798
frozenset({'0', '1', '6'}):22081
frozenset({' ', '5', '9'}):25130
frozenset({' ', '9', '3'}):24902
frozenset({'0', '1', '7'}):22425
frozenset({' ', '5', '7'}):25242
frozenset({'7', '9', '8'}):24481
frozenset({'5', '8', '3'}):24226
frozenset({'4', '7', '8'}):24484
frozenset({'5', '1', '8'}):24188
frozenset({'0', '5', '9'}):22595
frozenset({'0', '7', '3'}):22521
frozenset({' ', '1', '9'}):24971
frozenset({'6', '8', '2'}):23972
frozenset({'0', '9', '6'}):22252
frozenset({'7', '6', '3'}):23784
frozenset({'1', '9', '2'}):24021
frozenset({'0', '1', '8'}):22452
frozenset({'4', ' ', '8'}):25284
frozenset({'3', '6', '2'}):23617
frozenset({'0', '7', '8'}):22743
frozenset({'5', '1', '7'}):24124
frozenset({'1', '7', '9'}):24159
frozenset({'1', '7', '3'}):23930
frozenset({'0', ' ', '9'}):23349
frozenset({'5', '1', '9'}):24072
frozenset({'1', '9', '6'}):23776
frozenset({'5', '9', '2'}):24146
frozenset({'4', '2', '6'}):23726
frozenset({' ', '8', '3'}):25089
frozenset({'4', '5', '2'}):24020
frozenset({'4', '5', '1'}):24033
frozenset({'0', '9', '3'}):22429
frozenset({' ', '1', '7'}):25008
frozenset({'0', '5', '3'}):22455
frozenset({'4', '5', ' '}):25072
frozenset({'0', '7', '6'}):22269
frozenset({'4', '9', '8'}):24345
frozenset({'7', '8', '3'}):24298
frozenset({'5', '8', '6'}):23986
frozenset({'9', '8', '6'}):24060
frozenset({'4', '0', '3'}):22419
frozenset({'1', '8', '2'}):24103
frozenset({' ', '7', '6'}):24867
frozenset({'4', '0', '6'}):22191
frozenset({'3', '0', '2'}):22333
frozenset({'1', '8', '6'}):23882
frozenset({' ', '9', '2'}):25088
frozenset({'0', ' ', '8'}):23441
frozenset({'4', ' ', '7'}):25247
frozenset({'4', '1', '3'}):23881
frozenset({'0', '8', '2'}):22569
frozenset({' ', '5', '8'}):25329
frozenset({'4', '2', '3'}):23947
frozenset({'4', '1', '2'}):23914
frozenset({'4', '5', '6'}):23782
frozenset({'4', '3', '6'}):23664
frozenset({'4', '5', '7'}):24305
frozenset({'4', '7', '9'}):24308
frozenset({'0', '9', '8'}):22686
frozenset({'1', '7', '2'}):24000
frozenset({'4', '1', '9'}):24090
frozenset({'5', '7', '9'}):24301
frozenset({'8', '2', '3'}):24147
frozenset({'4', ' ', '6'}):24703
frozenset({'4', '1', '0'}):22387
frozenset({'4', '0', '2'}):22402
frozenset({'1', '7', '8'}):24264
frozenset({'0', '9', '2'}):22503
frozenset({'0', '5', '1'}):22366
frozenset({' ', '7', '3'}):25047
frozenset({'0', '1', '9'}):22433
frozenset({'4', ' ', '1'}):24928
frozenset({' ', '3', '4', '5'}):24056
frozenset({' ', '4', '7', '9'}):24308
frozenset({'2', '5', '8', '6'}):23119
frozenset({' ', '0', '5', '1'}):22366
frozenset({'4', '1', '7', '9'}):23383
frozenset({'4', '1', '0', '8'}):21818
frozenset({'2', '0', '1', '8'}):21712
frozenset({' ', '1', '8', '6'}):23882
frozenset({'2', '3', '1', '9'}):23082
frozenset({'4', '5', '1', '6'}):22937
frozenset({'1', '7', '9', '8'}):23492
frozenset({' ', '2', '4', '1'}):23914
frozenset({'3', '7', '8', '6'}):23189
frozenset({'5', '9', '8', '6'}):23222
frozenset({' ', '2', '4', '7'}):24176
frozenset({'7', '9', '8', '6'}):23390
frozenset({' ', '2', '4', '5'}):24020
frozenset({'3', '0', '5', '7'}):21881
frozenset({'3', '5', '7', '6'}):23013
frozenset({' ', '3', '4', '0'}):22419
frozenset({'2', '4', '7', '9'}):23393
frozenset({' ', '5', '8', '6'}):23986
frozenset({'2', '3', '4', '5'}):23158
frozenset({'2', '5', '7', '9'}):23402
frozenset({' ', '4', '8', '6'}):24010
frozenset({' ', '3', '0', '9'}):22429
frozenset({' ', '0', '5', '7'}):22653
frozenset({' ', '3', '0', '7'}):22521
frozenset({'0', '5', '9', '8'}):22039
frozenset({'4', '0', '9', '8'}):21995
frozenset({' ', '2', '3', '9'}):23986
frozenset({'2', '0', '9', '6'}):21555
frozenset({'3', '4', '1', '8'}):23221
frozenset({' ', '2', '1', '9'}):24021
frozenset({'0', '4', '7', '9'}):21962
frozenset({' ', '4', '0', '8'}):22677
frozenset({'2', '3', '0', '6'}):21363
frozenset({' ', '2', '3', '1'}):23780
frozenset({'2', '0', '1', '9'}):21705
frozenset({'2', '3', '7', '8'}):23443
frozenset({'2', '5', '9', '8'}):23530
frozenset({' ', '4', '7', '6'}):23999
frozenset({' ', '0', '1', '9'}):22433
frozenset({'3', '4', '5', '1'}):23137
frozenset({'2', '1', '9', '6'}):22992
frozenset({'5', '1', '7', '6'}):23049
frozenset({'0', '1', '7', '8'}):21851
frozenset({' ', '3', '0', '1'}):22204
frozenset({'4', '1', '9', '6'}):23003
frozenset({'4', '5', '1', '9'}):23288
frozenset({'0', '5', '7', '6'}):21618
frozenset({'3', '0', '9', '6'}):21437
frozenset({'1', '7', '8', '6'}):23223
frozenset({'3', '7', '9', '8'}):23447
frozenset({'2', '4', '8', '6'}):23123
frozenset({' ', '5', '7', '9'}):24301
frozenset({' ', '5', '9', '8'}):24391
frozenset({'2', '4', '7', '6'}):23103
frozenset({' ', '3', '7', '8'}):24298
frozenset({' ', '4', '9', '8'}):24345
frozenset({'2', '5', '7', '6'}):23056
frozenset({'3', '4', '5', '7'}):23397
frozenset({'3', '4', '7', '9'}):23352
frozenset({'3', '4', '5', '9'}):23231
frozenset({'0', '5', '8', '6'}):21702
frozenset({' ', '2', '3', '0'}):22333
frozenset({'4', '0', '8', '6'}):21689
frozenset({'2', '0', '7', '8'}):21951
frozenset({' ', '3', '4', '7'}):24189
frozenset({'4', '5', '1', '0'}):21749
frozenset({' ', '2', '3', '6'}):23617
frozenset({'2', '0', '5', '7'}):21850
frozenset({'2', '3', '0', '9'}):21715
frozenset({'2', '0', '5', '1'}):21622
frozenset({'2', '0', '1', '6'}):21371
frozenset({' ', '0', '1', '6'}):22081
frozenset({'1', '7', '9', '6'}):23108
frozenset({'5', '1', '7', '9'}):23358
frozenset({'3', '5', '1', '7'}):23199
frozenset({' ', '5', '1', '8'}):24188
frozenset({'2', '4', '1', '8'}):23280
frozenset({'0', '5', '7', '9'}):21974
frozenset({'2', '4', '9', '8'}):23463
frozenset({' ', '5', '7', '6'}):23940
frozenset({'4', '0', '8', '7'}):22070
frozenset({' ', '2', '0', '6'}):22111
frozenset({'3', '0', '9', '8'}):21833
frozenset({'0', '5', '7', '8'}):22110
frozenset({' ', '2', '3', '8'}):24147
frozenset({'3', '4', '7', '6'}):23057
frozenset({' ', '2', '5', '8'}):24310
frozenset({'4', '7', '9', '6'}):23213
frozenset({'3', '4', '5', '6'}):22881
frozenset({'2', '3', '5', '7'}):23303
frozenset({' ', '3', '8', '6'}):23818
frozenset({' ', '0', '5', '4'}):22584
frozenset({'3', '5', '9', '6'}):22874
frozenset({'2', '3', '5', '8'}):23375
frozenset({'2', '0', '5', '6'}):21465
frozenset({'2', '3', '1', '8'}):23169
frozenset({' ', '2', '3', '7'}):24067
frozenset({'4', '7', '8', '6'}):23379
frozenset({' ', '2', '5', '9'}):24146
frozenset({'4', '3', '0', '1'}):21582
frozenset({'3', '4', '1', '6'}):22806
frozenset({'2', '4', '1', '7'}):23230
frozenset({'2', '1', '7', '6'}):23002
frozenset({' ', '1', '7', '6'}):23849
frozenset({' ', '5', '1', '7'}):24124
frozenset({' ', '3', '5', '7'}):24177
frozenset({'0', '5', '1', '9'}):21771
frozenset({'3', '0', '5', '1'}):21589
frozenset({'1', '9', '8', '6'}):23142
frozenset({'2', '3', '4', '0'}):21649
frozenset({'0', '5', '9', '6'}):21590
frozenset({' ', '2', '0', '5'}):22462
frozenset({' ', '2', '0', '9'}):22503
frozenset({'3', '0', '8', '6'}):21536
frozenset({' ', '2', '0', '4'}):22402
frozenset({' ', '0', '5', '6'}):22192
frozenset({' ', '3', '4', '8'}):24211
frozenset({'0', '9', '8', '6'}):21734
frozenset({' ', '3', '9', '8'}):24148
frozenset({'2', '3', '8', '6'}):23033
frozenset({'2', '0', '5', '9'}):21845
frozenset({'2', '5', '1', '8'}):23322
frozenset({'3', '0', '4', '6'}):21399
frozenset({'0', '4', '9', '6'}):21581
frozenset({'4', '5', '1', '8'}):23380
frozenset({'3', '4', '5', '8'}):23421
frozenset({' ', '2', '5', '6'}):23704
frozenset({'4', '7', '9', '8'}):23633
frozenset({'2', '9', '8', '6'}):23261
frozenset({' ', '4', '5', '7'}):24305
frozenset({' ', '3', '4', '9'}):24035
frozenset({' ', '2', '1', '8'}):24103
frozenset({'3', '4', '1', '9'}):23140
frozenset({'2', '4', '1', '6'}):22896
