frozenset({'2'}):30
frozenset({'4'}):30
frozenset({'0'}):30
frozenset({'9'}):30
frozenset({'8'}):30
frozenset({'6'}):30
frozenset({' '}):30
frozenset({'3'}):30
frozenset({'5'}):30
frozenset({'1'}):30
frozenset({'7'}):30
frozenset({'1', '6'}):30
frozenset({' ', '7'}):30
frozenset({'7', '3'}):30
frozenset({'8', '3'}):30
frozenset({'4', '8'}):30
frozenset({'5', '2'}):30
frozenset({' ', '2'}):30
frozenset({'4', '6'}):30
frozenset({'0', '9'}):30
frozenset({'5', '3'}):30
frozenset({'7', '9'}):30
frozenset({'4', '5'}):30
frozenset({'4', '3'}):30
frozenset({' ', '8'}):30
frozenset({'6', '2'}):30
frozenset({'4', '2'}):30
frozenset({'8', '6'}):30
frozenset({'1', '3'}):30
frozenset({' ', '5'}):30
frozenset({'1', '9'}):30
frozenset({' ', '3'}):30
frozenset({'4', ' '}):30
frozenset({'1', '2'}):30
frozenset({'5', '8'}):30
frozenset({'3', '2'}):30
frozenset({'0', '5'}):30
frozenset({'7', '6'}):30
frozenset({' ', '1'}):30
frozenset({'5', '7'}):30
frozenset({' ', '9'}):30
frozenset({'9', '3'}):30
frozenset({'0', '7'}):30
frozenset({'4', '0'}):30
frozenset({'5', '9'}):30
frozenset({'7', '8'}):30
frozenset({'0', '8'}):30
frozenset({'9', '8'}):30
frozenset({'0', '2'}):30
frozenset({'1', '7'}):30
frozenset({'4', '1'}):30
frozenset({'8', '2'}):30
frozenset({'4', '9'}):30
frozenset({'0', '6'}):30
frozenset({'0', ' '}):30
frozenset({'5', '1'}):30
frozenset({'4', '7'}):30
frozenset({'9', '2'}):30
frozenset({'1', '8'}):30
frozenset({'7', '2'}):30
frozenset({' ', '6'}):30
frozenset({'3', '6'}):30
frozenset({'0', '1'}):30
frozenset({'9', '6'}):30
frozenset({'0', '3'}):30
frozenset({'5', '6'}):30
frozenset({'0', '1', '3'}):30
frozenset({'9', '8', '3'}):30
frozenset({'5', '7', '8'}):30
frozenset({'7', '8', '6'}):30
frozenset({'4', '8', '3'}):30
frozenset({'5', ' ', '2'}):30
frozenset({' ', '1', '5'}):30
frozenset({'0', '5', '6'}):30
frozenset({' ', '1', '6'}):30
frozenset({'5', '9', '6'}):30
frozenset({'7', '9', '3'}):30
frozenset({'5', '7', '3'}):30
frozenset({' ', '9', '8'}):30
frozenset({'1', '2', '6'}):30
frozenset({'6', '7', '2'}):30
frozenset({'5', '7', '2'}):30
frozenset({'0', '8', '3'}):30
frozenset({'3', '9', '2'}):30
frozenset({'1', '9', '3'}):30
frozenset({'0', ' ', '7'}):30
frozenset({'1', '7', '6'}):30
frozenset({'0', ' ', '5'}):30
frozenset({'0', ' ', '6'}):30
frozenset({'5', '1', '6'}):30
frozenset({'4', '9', '2'}):30
frozenset({'4', '0', '8'}):30
frozenset({'5', '6', '3'}):30
frozenset({'7', '9', '6'}):30
frozenset({' ', '1', '3'}):30
frozenset({'0', '5', '7'}):30
frozenset({'0', '3', '6'}):30
frozenset({'4', '5', '8'}):30
frozenset({'3', ' ', '2'}):30
frozenset({'4', '8', '6'}):30
frozenset({' ', '5', '6'}):30
frozenset({' ', '9', '6'}):30
frozenset({' ', '6', '3'}):30
frozenset({'4', '8', '2'}):30
frozenset({' ', '7', '9'}):30
frozenset({'5', ' ', '3'}):30
frozenset({'0', '7', '2'}):30
frozenset({'4', '1', '8'}):30
frozenset({'1', '9', '8'}):30
frozenset({'9', '8', '2'}):30
frozenset({'4', ' ', '3'}):30
frozenset({'0', ' ', '1'}):30
frozenset({'0', ' ', '2'}):30
frozenset({'5', '1', '2'}):30
frozenset({'4', '7', '2'}):30
frozenset({'5', '1', '3'}):30
frozenset({'4', '7', '3'}):30
frozenset({'4', '5', '9'}):30
frozenset({'4', '9', '3'}):30
frozenset({'6', '9', '2'}):30
frozenset({'5', '6', '2'}):30
frozenset({'7', '2', '3'}):30
frozenset({'0', '5', '8'}):30
frozenset({' ', '7', '8'}):30
frozenset({'4', '1', '6'}):30
frozenset({'7', '8', '2'}):30
frozenset({'0', '7', '9'}):30
frozenset({'4', ' ', '9'}):30
frozenset({'1', '8', '3'}):30
frozenset({'5', '9', '8'}):30
frozenset({'0', '6', '2'}):30
frozenset({'0', '4', '7'}):30
frozenset({'4', '5', '0'}):30
frozenset({'0', '4', '9'}):30
frozenset({'6', '8', '3'}):30
frozenset({'4', ' ', '2'}):30
frozenset({' ', '6', '2'}):30
frozenset({'0', '1', '2'}):30
frozenset({'5', '8', '2'}):30
frozenset({'4', '1', '7'}):30
frozenset({' ', '8', '6'}):30
frozenset({'3', '5', '2'}):30
frozenset({'7', '9', '2'}):30
frozenset({'4', '9', '6'}):30
frozenset({'0', ' ', '3'}):30
frozenset({'3', '1', '6'}):30
frozenset({' ', '8', '2'}):30
frozenset({'4', '7', '6'}):30
frozenset({'4', '5', '3'}):30
frozenset({'0', '8', '6'}):30
frozenset({' ', '1', '8'}):30
