frozenset({'2'}):31431
frozenset({'4'}):31542
frozenset({'0'}):29572
frozenset({'9'}):31609
frozenset({'8'}):31789
frozenset({'6'}):31114
frozenset({' '}):32786
frozenset({'3'}):31324
frozenset({'5'}):31551
frozenset({'1'}):31308
frozenset({'7'}):31710
frozenset({'1', '6'}):29984
frozenset({' ', '7'}):31710
frozenset({'7', '3'}):30447
frozenset({'8', '3'}):30489
frozenset({'4', '8'}):30684
frozenset({'5', '2'}):30386
frozenset({' ', '2'}):31431
frozenset({'4', '6'}):30103
frozenset({'0', '9'}):28749
frozenset({'5', '3'}):30329
frozenset({'7', '9'}):30649
frozenset({'4', '5'}):30472
frozenset({'4', '3'}):30349
frozenset({' ', '8'}):31789
frozenset({'6', '2'}):30040
frozenset({'4', '2'}):30342
frozenset({'8', '6'}):30329
frozenset({'1', '3'}):30083
frozenset({' ', '5'}):31551
frozenset({'1', '9'}):30371
frozenset({' ', '3'}):31324
frozenset({'4', ' '}):31542
frozenset({'1', '2'}):30198
frozenset({'5', '8'}):30729
frozenset({'3', '2'}):30235
frozenset({'0', '5'}):28730
frozenset({'7', '6'}):30267
frozenset({' ', '1'}):31308
frozenset({'5', '7'}):30642
frozenset({' ', '9'}):31609
frozenset({'9', '3'}):30302
frozenset({'0', '7'}):28798
frozenset({'4', '0'}):28718
frozenset({'5', '9'}):30530
frozenset({'7', '8'}):30838
frozenset({'0', '8'}):28841
frozenset({'9', '8'}):30725
frozenset({'0', '2'}):28576
frozenset({'1', '7'}):30408
frozenset({'4', '1'}):30328
frozenset({'8', '2'}):30626
frozenset({'4', '9'}):30509
frozenset({'0', '6'}):28323
frozenset({'0', ' '}):29572
frozenset({'5', '1'}):30301
frozenset({'4', '7'}):30647
frozenset({'9', '2'}):30488
frozenset({'1', '8'}):30471
frozenset({'7', '2'}):30512
frozenset({' ', '6'}):31114
frozenset({'3', '6'}):29890
frozenset({'0', '1'}):28489
frozenset({'9', '6'}):30168
frozenset({'0', '3'}):28562
frozenset({'5', '6'}):30062
frozenset({'0', '1', '3'}):27604
frozenset({'9', '8', '3'}):29548
frozenset({'5', '7', '8'}):29917
frozenset({'7', '8', '6'}):29578
frozenset({'4', '8', '3'}):29611
frozenset({'5', ' ', '2'}):30386
frozenset({' ', '1', '5'}):30301
frozenset({'0', '5', '6'}):27592
frozenset({' ', '1', '6'}):29984
frozenset({'5', '9', '6'}):29239
frozenset({'7', '9', '3'}):29519
frozenset({'5', '7', '3'}):29577
frozenset({' ', '9', '8'}):30725
frozenset({'1', '2', '6'}):29067
frozenset({'6', '7', '2'}):29285
frozenset({'5', '7', '2'}):29590
frozenset({'0', '8', '3'}):27915
frozenset({'3', '9', '2'}):29386
frozenset({'1', '9', '3'}):29263
frozenset({'0', ' ', '7'}):28798
frozenset({'1', '7', '6'}):29249
frozenset({'0', ' ', '5'}):28730
frozenset({'0', ' ', '6'}):28323
frozenset({'5', '1', '6'}):29089
frozenset({'4', '9', '2'}):29503
frozenset({'4', '0', '8'}):28077
frozenset({'5', '6', '3'}):29026
frozenset({'7', '9', '6'}):29407
frozenset({' ', '1', '3'}):30083
frozenset({'0', '5', '7'}):28053
frozenset({'0', '3', '6'}):27440
frozenset({'4', '5', '8'}):29748
frozenset({'3', ' ', '2'}):30235
frozenset({'4', '8', '6'}):29410
frozenset({' ', '5', '6'}):30062
frozenset({' ', '9', '6'}):30168
frozenset({' ', '6', '3'}):29890
frozenset({'4', '8', '2'}):29626
frozenset({' ', '7', '9'}):30649
frozenset({'5', ' ', '3'}):30329
frozenset({'0', '7', '2'}):27898
frozenset({'4', '1', '8'}):29577
frozenset({'1', '9', '8'}):29618
frozenset({'9', '8', '2'}):29767
frozenset({'4', ' ', '3'}):30349
frozenset({'0', ' ', '1'}):28489
frozenset({'0', ' ', '2'}):28576
frozenset({'5', '1', '2'}):29329
frozenset({'4', '7', '2'}):29576
frozenset({'5', '1', '3'}):29257
frozenset({'4', '7', '3'}):29589
frozenset({'4', '5', '9'}):29567
frozenset({'4', '9', '3'}):29435
frozenset({'6', '9', '2'}):29269
frozenset({'5', '6', '2'}):29104
frozenset({'7', '2', '3'}):29467
frozenset({'0', '5', '8'}):28128
frozenset({' ', '7', '8'}):30838
frozenset({'4', '1', '6'}):29139
frozenset({'7', '8', '2'}):29797
frozenset({'0', '7', '9'}):28052
frozenset({'4', ' ', '9'}):30509
frozenset({'1', '8', '3'}):29359
frozenset({'5', '9', '8'}):29791
frozenset({'0', '6', '2'}):27511
frozenset({'0', '4', '7'}):28046
frozenset({'4', '5', '0'}):27984
frozenset({'0', '4', '9'}):27974
frozenset({'6', '8', '3'}):29218
frozenset({'4', ' ', '2'}):30342
frozenset({' ', '6', '2'}):30040
frozenset({'0', '1', '2'}):27650
frozenset({'5', '8', '2'}):29710
frozenset({'4', '1', '7'}):29552
frozenset({' ', '8', '6'}):30329
frozenset({'3', '5', '2'}):29368
frozenset({'7', '9', '2'}):29641
frozenset({'4', '9', '6'}):29247
frozenset({'0', ' ', '3'}):28562
frozenset({'3', '1', '6'}):28909
frozenset({' ', '8', '2'}):30626
frozenset({'4', '7', '6'}):29399
frozenset({'4', '5', '3'}):29456
frozenset({'0', '8', '6'}):27756
frozenset({' ', '1', '8'}):30471
frozenset({'1', '2', '3'}):29180
frozenset({'5', '7', '6'}):29340
frozenset({'4', ' ', '0'}):28718
frozenset({'6', '9', '3'}):29053
frozenset({'5', '9', '3'}):29414
frozenset({' ', '7', '2'}):30512
frozenset({'0', '5', '2'}):27862
frozenset({' ', '1', '2'}):30198
frozenset({'0', '1', '6'}):27481
frozenset({' ', '5', '9'}):30530
frozenset({' ', '9', '3'}):30302
frozenset({'0', '1', '7'}):27825
frozenset({' ', '5', '7'}):30642
frozenset({'7', '9', '8'}):29881
frozenset({'5', '8', '3'}):29626
frozenset({'4', '7', '8'}):29884
frozenset({'5', '1', '8'}):29588
frozenset({'0', '5', '9'}):27995
frozenset({'0', '7', '3'}):27921
frozenset({' ', '1', '9'}):30371
frozenset({'6', '8', '2'}):29372
frozenset({'0', '9', '6'}):27652
frozenset({'7', '6', '3'}):29184
frozenset({'1', '9', '2'}):29421
frozenset({'0', '1', '8'}):27852
frozenset({'4', ' ', '8'}):30684
frozenset({'3', '6', '2'}):29017
frozenset({'0', '7', '8'}):28143
frozenset({'5', '1', '7'}):29524
frozenset({'1', '7', '9'}):29559
frozenset({'1', '7', '3'}):29330
frozenset({'0', ' ', '9'}):28749
frozenset({'5', '1', '9'}):29472
frozenset({'1', '9', '6'}):29176
frozenset({'5', '9', '2'}):29546
frozenset({'4', '2', '6'}):29126
frozenset({' ', '8', '3'}):30489
frozenset({'4', '5', '2'}):29420
frozenset({'4', '5', '1'}):29433
frozenset({'0', '9', '3'}):27829
frozenset({' ', '1', '7'}):30408
frozenset({'0', '5', '3'}):27855
frozenset({'4', '5', ' '}):30472
frozenset({'0', '7', '6'}):27669
frozenset({'4', '9', '8'}):29745
frozenset({'7', '8', '3'}):29698
frozenset({'5', '8', '6'}):29386
frozenset({'9', '8', '6'}):29460
frozenset({'4', '0', '3'}):27819
frozenset({'1', '8', '2'}):29503
frozenset({' ', '7', '6'}):30267
frozenset({'4', '0', '6'}):27591
frozenset({'3', '0', '2'}):27733
frozenset({'1', '8', '6'}):29282
frozenset({' ', '9', '2'}):30488
frozenset({'0', ' ', '8'}):28841
frozenset({'4', ' ', '7'}):30647
frozenset({'4', '1', '3'}):29281
frozenset({'0', '8', '2'}):27969
frozenset({' ', '5', '8'}):30729
frozenset({'4', '2', '3'}):29347
frozenset({'4', '1', '2'}):29314
frozenset({'4', '5', '6'}):29182
frozenset({'4', '3', '6'}):29064
frozenset({'4', '5', '7'}):29705
frozenset({'4', '7', '9'}):29708
frozenset({'0', '9', '8'}):28086
frozenset({'1', '7', '2'}):29400
frozenset({'4', '1', '9'}):29490
frozenset({'5', '7', '9'}):29701
frozenset({'8', '2', '3'}):29547
frozenset({'4', ' ', '6'}):30103
frozenset({'4', '1', '0'}):27787
frozenset({'4', '0', '2'}):27802
frozenset({'1', '7', '8'}):29664
frozenset({'0', '9', '2'}):27903
frozenset({'0', '5', '1'}):27766
frozenset({' ', '7', '3'}):30447
frozenset({'0', '1', '9'}):27833
frozenset({'4', ' ', '1'}):30328
frozenset({' ', '3', '4', '5'}):29456
frozenset({' ', '4', '7', '9'}):29708
frozenset({'2', '5', '8', '6'}):28519
frozenset({' ', '0', '5', '1'}):27766
frozenset({'4', '1', '7', '9'}):28783
frozenset({'4', '1', '0', '8'}):27218
frozenset({'2', '0', '1', '8'}):27112
frozenset({' ', '1', '8', '6'}):29282
frozenset({'2', '3', '1', '9'}):28482
frozenset({'4', '5', '1', '6'}):28337
frozenset({'1', '7', '9', '8'}):28892
frozenset({' ', '2', '4', '1'}):29314
frozenset({'3', '7', '8', '6'}):28589
frozenset({'5', '9', '8', '6'}):28622
frozenset({' ', '2', '4', '7'}):29576
frozenset({'7', '9', '8', '6'}):28790
frozenset({' ', '2', '4', '5'}):29420
frozenset({'3', '0', '5', '7'}):27281
frozenset({'3', '5', '7', '6'}):28413
frozenset({' ', '3', '4', '0'}):27819
frozenset({'2', '4', '7', '9'}):28793
frozenset({' ', '5', '8', '6'}):29386
frozenset({'2', '3', '4', '5'}):28558
frozenset({'2', '5', '7', '9'}):28802
frozenset({' ', '4', '8', '6'}):29410
frozenset({' ', '3', '0', '9'}):27829
frozenset({' ', '0', '5', '7'}):28053
frozenset({' ', '3', '0', '7'}):27921
frozenset({'0', '5', '9', '8'}):27439
frozenset({'4', '0', '9', '8'}):27395
frozenset({' ', '2', '3', '9'}):29386
frozenset({'2', '0', '9', '6'}):26955
frozenset({'3', '4', '1', '8'}):28621
frozenset({' ', '2', '1', '9'}):29421
frozenset({'0', '4', '7', '9'}):27362
frozenset({' ', '4', '0', '8'}):28077
frozenset({'2', '3', '0', '6'}):26763
frozenset({' ', '2', '3', '1'}):29180
frozenset({'2', '0', '1', '9'}):27105
frozenset({'2', '3', '7', '8'}):28843
frozenset({'2', '5', '9', '8'}):28930
frozenset({' ', '4', '7', '6'}):29399
frozenset({' ', '0', '1', '9'}):27833
frozenset({'3', '4', '5', '1'}):28537
frozenset({'2', '1', '9', '6'}):28392
frozenset({'5', '1', '7', '6'}):28449
frozenset({'0', '1', '7', '8'}):27251
frozenset({' ', '3', '0', '1'}):27604
frozenset({'4', '1', '9', '6'}):28403
frozenset({'4', '5', '1', '9'}):28688
frozenset({'0', '5', '7', '6'}):27018
frozenset({'3', '0', '9', '6'}):26837
frozenset({'1', '7', '8', '6'}):28623
frozenset({'3', '7', '9', '8'}):28847
frozenset({'2', '4', '8', '6'}):28523
frozenset({' ', '5', '7', '9'}):29701
frozenset({' ', '5', '9', '8'}):29791
frozenset({'2', '4', '7', '6'}):28503
frozenset({' ', '3', '7', '8'}):29698
frozenset({' ', '4', '9', '8'}):29745
frozenset({'2', '5', '7', '6'}):28456
frozenset({'3', '4', '5', '7'}):28797
frozenset({'3', '4', '7', '9'}):28752
frozenset({'3', '4', '5', '9'}):28631
frozenset({'0', '5', '8', '6'}):27102
frozenset({' ', '2', '3', '0'}):27733
frozenset({'4', '0', '8', '6'}):27089
frozenset({'2', '0', '7', '8'}):27351
frozenset({' ', '3', '4', '7'}):29589
frozenset({'4', '5', '1', '0'}):27149
frozenset({' ', '2', '3', '6'}):29017
frozenset({'2', '0', '5', '7'}):27250
frozenset({'2', '3', '0', '9'}):27115
frozenset({'2', '0', '5', '1'}):27022
frozenset({'2', '0', '1', '6'}):26771
frozenset({' ', '0', '1', '6'}):27481
frozenset({'1', '7', '9', '6'}):28508
frozenset({'5', '1', '7', '9'}):28758
frozenset({'3', '5', '1', '7'}):28599
frozenset({' ', '5', '1', '8'}):29588
frozenset({'2', '4', '1', '8'}):28680
frozenset({'0', '5', '7', '9'}):27374
frozenset({'2', '4', '9', '8'}):28863
frozenset({' ', '5', '7', '6'}):29340
frozenset({'4', '0', '8', '7'}):27470
frozenset({' ', '2', '0', '6'}):27511
frozenset({'3', '0', '9', '8'}):27233
frozenset({'0', '5', '7', '8'}):27510
frozenset({' ', '2', '3', '8'}):29547
frozenset({'3', '4', '7', '6'}):28457
frozenset({' ', '2', '5', '8'}):29710
frozenset({'4', '7', '9', '6'}):28613
frozenset({'3', '4', '5', '6'}):28281
frozenset({'2', '3', '5', '7'}):28703
frozenset({' ', '3', '8', '6'}):29218
frozenset({' ', '0', '5', '4'}):27984
frozenset({'3', '5', '9', '6'}):28274
frozenset({'2', '3', '5', '8'}):28775
frozenset({'2', '0', '5', '6'}):26865
frozenset({'2', '3', '1', '8'}):28569
frozenset({' ', '2', '3', '7'}):29467
frozenset({'4', '7', '8', '6'}):28779
frozenset({' ', '2', '5', '9'}):29546
frozenset({'4', '3', '0', '1'}):26982
frozenset({'3', '4', '1', '6'}):28206
frozenset({'2', '4', '1', '7'}):28630
frozenset({'2', '1', '7', '6'}):28402
frozenset({' ', '1', '7', '6'}):29249
frozenset({' ', '5', '1', '7'}):29524
frozenset({' ', '3', '5', '7'}):29577
frozenset({'0', '5', '1', '9'}):27171
frozenset({'3', '0', '5', '1'}):26989
frozenset({'1', '9', '8', '6'}):28542
frozenset({'2', '3', '4', '0'}):27049
frozenset({'0', '5', '9', '6'}):26990
frozenset({' ', '2', '0', '5'}):27862
frozenset({' ', '2', '0', '9'}):27903
frozenset({'3', '0', '8', '6'}):26936
frozenset({' ', '2', '0', '4'}):27802
frozenset({' ', '0', '5', '6'}):27592
frozenset({' ', '3', '4', '8'}):29611
frozenset({'0', '9', '8', '6'}):27134
frozenset({' ', '3', '9', '8'}):29548
frozenset({'2', '3', '8', '6'}):28433
frozenset({'2', '0', '5', '9'}):27245
frozenset({'2', '5', '1', '8'}):28722
frozenset({'3', '0', '4', '6'}):26799
frozenset({'0', '4', '9', '6'}):26981
frozenset({'4', '5', '1', '8'}):28780
frozenset({'3', '4', '5', '8'}):28821
frozenset({' ', '2', '5', '6'}):29104
frozenset({'4', '7', '9', '8'}):29033
frozenset({'2', '9', '8', '6'}):28661
frozenset({' ', '4', '5', '7'}):29705
frozenset({' ', '3', '4', '9'}):29435
frozenset({' ', '2', '1', '8'}):29503
frozenset({'3', '4', '1', '9'}):28540
frozenset({'2', '4', '1', '6'}):28296
frozenset({' ', '4', '1', '8'}):29577
frozenset({'2', '1', '7', '9'}):28685
frozenset({' ', '1', '7', '9'}):29559
frozenset({' ', '0', '7', '8'}):28143
frozenset({'3', '1', '9', '8'}):28604
frozenset({'2', '3', '4', '8'}):28726
frozenset({'0', '5', '1', '6'}):26829
frozenset({'0', '1', '7', '9'}):27226
frozenset({' ', '7', '9', '6'}):29407
frozenset({'2', '4', '5', '8'}):28810
frozenset({'3', '5', '8', '6'}):28436
frozenset({'4', '2', '0', '1'}):27007
frozenset({'3', '9', '8', '6'}):28441
frozenset({' ', '5', '1', '6'}):29089
frozenset({' ', '3', '1', '7'}):29330
frozenset({'3', '7', '9', '6'}):28416
frozenset({'2', '3', '5', '9'}):28598
frozenset({' ', '0', '5', '9'}):27995
frozenset({'4', '5', '0', '8'}):27440
frozenset({'2', '4', '7', '3'}):28691
frozenset({'2', '3', '9', '8'}):28764
frozenset({' ', '2', '5', '7'}):29590
frozenset({'2', '3', '0', '1'}):26908
frozenset({'4', '5', '8', '6'}):28576
frozenset({'4', '9', '8', '6'}):28626
frozenset({' ', '2', '7', '9'}):29641
frozenset({'3', '4', '5', '0'}):27196
frozenset({' ', '4', '1', '7'}):29552
frozenset({'3', '4', '0', '9'}):27153
frozenset({'4', '1', '9', '8'}):28816
frozenset({'2', '0', '7', '6'}):26919
frozenset({' ', '2', '1', '7'}):29400
frozenset({' ', '3', '4', '6'}):29064
frozenset({'4', '5', '1', '7'}):28758
frozenset({' ', '1', '7', '8'}):29664
frozenset({'2', '4', '1', '9'}):28616
frozenset({'5', '1', '9', '6'}):28377
frozenset({'3', '0', '1', '8'}):27029
frozenset({'2', '5', '1', '7'}):28626
frozenset({'3', '5', '1', '8'}):28631
frozenset({'2', '4', '5', '0'}):27172
frozenset({'3', '1', '8', '6'}):28296
frozenset({'0', '1', '9', '6'}):26901
frozenset({'0', '1', '7', '6'}):26903
frozenset({'3', '5', '9', '8'}):28770
frozenset({' ', '5', '1', '9'}):29472
frozenset({'2', '0', '5', '8'}):27348
frozenset({'2', '0', '9', '8'}):27350
frozenset({'2', '3', '9', '6'}):28314
frozenset({'2', '3', '5', '6'}):28234
frozenset({' ', '0', '7', '6'}):27669
frozenset({' ', '0', '9', '6'}):27652
frozenset({'4', '5', '7', '9'}):28865
frozenset({' ', '2', '8', '6'}):29372
frozenset({' ', '2', '0', '7'}):27898
frozenset({' ', '3', '5', '8'}):29626
frozenset({' ', '2', '7', '6'}):29285
frozenset({'4', '5', '9', '8'}):28913
frozenset({'4', '1', '8', '6'}):28508
frozenset({'2', '3', '0', '5'}):27114
frozenset({'2', '0', '7', '9'}):27267
frozenset({'2', '5', '1', '6'}):28264
frozenset({'2', '4', '5', '1'}):28527
frozenset({'3', '1', '9', '6'}):28189
frozenset({' ', '4', '0', '1'}):27787
frozenset({'3', '1', '7', '6'}):28286
frozenset({' ', '2', '0', '1'}):27650
frozenset({'3', '4', '1', '7'}):28615
frozenset({' ', '2', '3', '4'}):29347
frozenset({' ', '0', '9', '8'}):28086
frozenset({'3', '1', '7', '8'}):28676
frozenset({' ', '0', '5', '8'}):28128
frozenset({' ', '0', '4', '7'}):28046
frozenset({'2', '0', '8', '6'}):27012
frozenset({'2', '3', '4', '9'}):28580
frozenset({'3', '4', '0', '8'}):27248
frozenset({' ', '9', '8', '6'}):29460
frozenset({'2', '4', '5', '7'}):28743
frozenset({' ', '0', '7', '9'}):28052
frozenset({'4', '5', '9', '6'}):28428
frozenset({' ', '3', '0', '5'}):27855
frozenset({' ', '2', '7', '8'}):29797
frozenset({'3', '4', '9', '6'}):28304
frozenset({' ', '2', '9', '8'}):29767
frozenset({'4', '5', '7', '6'}):28568
frozenset({'3', '0', '7', '8'}):27332
frozenset({'5', '7', '9', '6'}):28578
frozenset({' ', '2', '4', '8'}):29626
frozenset({'1', '0', '4', '9'}):27192
frozenset({'4', '1', '7', '8'}):28882
frozenset({'2', '1', '9', '8'}):28792
frozenset({'2', '1', '7', '8'}):28775
frozenset({'3', '4', '8', '6'}):28458
frozenset({'2', '5', '1', '9'}):28630
frozenset({'3', '5', '1', '6'}):28165
frozenset({'3', '1', '7', '9'}):28582
frozenset({' ', '0', '1', '7'}):27825
frozenset({'3', '0', '5', '6'}):26817
frozenset({'0', '7', '9', '6'}):27066
frozenset({' ', '3', '1', '6'}):28909
frozenset({'3', '5', '7', '8'}):28946
frozenset({' ', '3', '7', '9'}):29519
frozenset({' ', '3', '5', '9'}):29414
frozenset({'0', '5', '1', '7'}):27178
frozenset({'5', '1', '9', '8'}):28820
frozenset({' ', '0', '8', '6'}):27756
frozenset({'2', '0', '4', '7'}):27215
frozenset({'3', '0', '7', '6'}):26889
frozenset({'2', '3', '4', '6'}):28253
frozenset({'2', '3', '0', '8'}):27187
frozenset({' ', '0', '4', '6'}):27591
frozenset({'2', '7', '8', '6'}):28693
frozenset({' ', '4', '5', '9'}):29567
frozenset({'4', '1', '0', '6'}):26855
frozenset({'2', '0', '7', '3'}):27159
frozenset({' ', '2', '5', '1'}):29329
frozenset({' ', '2', '0', '8'}):27969
