frozenset({'2'}):56261
frozenset({'4'}):56370
frozenset({'0'}):54383
frozenset({'9'}):56439
frozenset({'8'}):56619
frozenset({'6'}):55938
frozenset({' '}):57616
frozenset({'3'}):56149
frozenset({'5'}):56381
frozenset({'1'}):56138
frozenset({'7'}):56540
frozenset({'1', '6'}):54808
frozenset({' ', '7'}):56540
frozenset({'7', '3'}):55272
frozenset({'8', '3'}):55314
frozenset({'4', '8'}):55512
frozenset({'5', '2'}):55216
frozenset({' ', '2'}):56261
frozenset({'4', '6'}):54925
frozenset({'0', '9'}):53560
frozenset({'5', '3'}):55154
frozenset({'7', '9'}):55479
frozenset({'4', '5'}):55300
frozenset({'4', '3'}):55172
frozenset({' ', '8'}):56619
frozenset({'6', '2'}):54864
frozenset({'4', '2'}):55170
frozenset({'8', '6'}):55153
frozenset({'1', '3'}):54908
frozenset({' ', '5'}):56381
frozenset({'1', '9'}):55201
frozenset({' ', '3'}):56149
frozenset({'4', ' '}):56370
frozenset({'1', '2'}):55028
frozenset({'5', '8'}):55559
frozenset({'3', '2'}):55060
frozenset({'0', '5'}):53541
frozenset({'7', '6'}):55091
frozenset({' ', '1'}):56138
frozenset({'5', '7'}):55472
frozenset({' ', '9'}):56439
frozenset({'9', '3'}):55127
frozenset({'0', '7'}):53609
frozenset({'4', '0'}):53527
frozenset({'5', '9'}):55360
frozenset({'7', '8'}):55668
frozenset({'0', '8'}):53652
frozenset({'9', '8'}):55555
frozenset({'0', '2'}):53387
frozenset({'1', '7'}):55238
frozenset({'4', '1'}):55156
frozenset({'8', '2'}):55456
frozenset({'4', '9'}):55337
frozenset({'0', '6'}):53128
frozenset({'0', ' '}):54383
frozenset({'5', '1'}):55131
frozenset({'4', '7'}):55475
frozenset({'9', '2'}):55318
frozenset({'1', '8'}):55301
frozenset({'7', '2'}):55342
frozenset({' ', '6'}):55938
frozenset({'3', '6'}):54709
frozenset({'0', '1'}):53300
frozenset({'9', '6'}):54992
frozenset({'0', '3'}):53368
frozenset({'5', '6'}):54886
frozenset({'0', '1', '3'}):52410
frozenset({'9', '8', '3'}):54373
frozenset({'5', '7', '8'}):54747
frozenset({'7', '8', '6'}):54402
frozenset({'4', '8', '3'}):54434
frozenset({'5', ' ', '2'}):55216
frozenset({' ', '1', '5'}):55131
frozenset({'0', '5', '6'}):52397
frozenset({' ', '1', '6'}):54808
frozenset({'5', '9', '6'}):54063
frozenset({'7', '9', '3'}):54344
frozenset({'5', '7', '3'}):54402
frozenset({' ', '9', '8'}):55555
frozenset({'1', '2', '6'}):53891
frozenset({'6', '7', '2'}):54109
frozenset({'5', '7', '2'}):54420
frozenset({'0', '8', '3'}):52721
frozenset({'3', '9', '2'}):54211
frozenset({'1', '9', '3'}):54088
frozenset({'0', ' ', '7'}):53609
frozenset({'1', '7', '6'}):54073
frozenset({'0', ' ', '5'}):53541
frozenset({'0', ' ', '6'}):53128
frozenset({'5', '1', '6'}):53913
frozenset({'4', '9', '2'}):54331
frozenset({'4', '0', '8'}):52886
frozenset({'5', '6', '3'}):53845
frozenset({'7', '9', '6'}):54231
frozenset({' ', '1', '3'}):54908
frozenset({'0', '5', '7'}):52864
frozenset({'0', '3', '6'}):52240
frozenset({'4', '5', '8'}):54576
frozenset({'3', ' ', '2'}):55060
frozenset({'4', '8', '6'}):54232
frozenset({' ', '5', '6'}):54886
frozenset({' ', '9', '6'}):54992
frozenset({' ', '6', '3'}):54709
frozenset({'4', '8', '2'}):54454
frozenset({' ', '7', '9'}):55479
frozenset({'5', ' ', '3'}):55154
frozenset({'0', '7', '2'}):52709
frozenset({'4', '1', '8'}):54405
frozenset({'1', '9', '8'}):54448
frozenset({'9', '8', '2'}):54597
frozenset({'4', ' ', '3'}):55172
frozenset({'0', ' ', '1'}):53300
frozenset({'0', ' ', '2'}):53387
frozenset({'5', '1', '2'}):54159
frozenset({'4', '7', '2'}):54404
frozenset({'5', '1', '3'}):54082
frozenset({'4', '7', '3'}):54412
frozenset({'4', '5', '9'}):54395
frozenset({'4', '9', '3'}):54258
frozenset({'6', '9', '2'}):54093
frozenset({'5', '6', '2'}):53928
frozenset({'7', '2', '3'}):54292
frozenset({'0', '5', '8'}):52939
frozenset({' ', '7', '8'}):55668
frozenset({'4', '1', '6'}):53961
frozenset({'7', '8', '2'}):54627
frozenset({'0', '7', '9'}):52863
frozenset({'4', ' ', '9'}):55337
frozenset({'1', '8', '3'}):54184
frozenset({'5', '9', '8'}):54621
frozenset({'0', '6', '2'}):52316
frozenset({'0', '4', '7'}):52855
frozenset({'4', '5', '0'}):52793
frozenset({'0', '4', '9'}):52783
frozenset({'6', '8', '3'}):54037
frozenset({'4', ' ', '2'}):55170
frozenset({' ', '6', '2'}):54864
frozenset({'0', '1', '2'}):52461
frozenset({'5', '8', '2'}):54540
frozenset({'4', '1', '7'}):54380
frozenset({' ', '8', '6'}):55153
frozenset({'3', '5', '2'}):54193
frozenset({'7', '9', '2'}):54471
frozenset({'4', '9', '6'}):54069
frozenset({'0', ' ', '3'}):53368
frozenset({'3', '1', '6'}):53728
frozenset({' ', '8', '2'}):55456
frozenset({'4', '7', '6'}):54221
frozenset({'4', '5', '3'}):54279
frozenset({'0', '8', '6'}):52561
frozenset({' ', '1', '8'}):55301
frozenset({'1', '2', '3'}):54005
frozenset({'5', '7', '6'}):54164
frozenset({'4', ' ', '0'}):53527
frozenset({'6', '9', '3'}):53872
frozenset({'5', '9', '3'}):54239
frozenset({' ', '7', '2'}):55342
frozenset({'0', '5', '2'}):52673
frozenset({' ', '1', '2'}):55028
frozenset({'0', '1', '6'}):52286
frozenset({' ', '5', '9'}):55360
frozenset({' ', '9', '3'}):55127
frozenset({'0', '1', '7'}):52636
frozenset({' ', '5', '7'}):55472
frozenset({'7', '9', '8'}):54711
frozenset({'5', '8', '3'}):54451
frozenset({'4', '7', '8'}):54712
